time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,27,12,0,0
2026-04-14 00:00:00+00:00,37,11,3,3
2026-04-15 00:00:00+00:00,26,9,7,7
2026-04-16 00:00:00+00:00,32,12,0,0
2026-04-17 00:00:00+00:00,37,13,0,0
2026-04-18 00:00:00+00:00,37,14,1,1
2026-04-19 00:00:00+00:00,38,18,2,2
2026-04-20 00:00:00+00:00,80,34,0,0
2026-04-21 00:00:00+00:00,70,29,0,0
2026-04-22 00:00:00+00:00,111,37,3,1
2026-04-23 00:00:00+00:00,78,26,1,1
2026-04-24 00:00:00+00:00,112,39,1,1
2026-04-25 00:00:00+00:00,68,30,0,0
2026-04-26 00:00:00+00:00,25,9,1,1
