time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,11,6,5,1
2026-07-17 00:00:00+00:00,3,3,0,0
2026-07-18 00:00:00+00:00,2,2,0,0
2026-07-19 00:00:00+00:00,2,2,0,0
2026-07-20 00:00:00+00:00,7,5,0,0
2026-07-21 00:00:00+00:00,2,2,0,0
2026-07-22 00:00:00+00:00,3,3,0,0
2026-07-23 00:00:00+00:00,5,5,1,1
2026-07-24 00:00:00+00:00,11,6,0,0
2026-07-25 00:00:00+00:00,27,12,0,0
2026-07-26 00:00:00+00:00,21,8,0,0
2026-07-27 00:00:00+00:00,31,16,1,1
2026-07-28 00:00:00+00:00,18,9,9,2
2026-07-29 00:00:00+00:00,14,8,0,0
