time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-09 00:00:00+00:00,13,7,1.0,1.0
2025-08-10 00:00:00+00:00,12,6,1.0,1.0
2025-08-11 00:00:00+00:00,16,5,,
2025-08-12 00:00:00+00:00,11,5,1.0,1.0
2025-08-13 00:00:00+00:00,11,5,,
2025-08-14 00:00:00+00:00,11,5,4.0,1.0
2025-08-15 00:00:00+00:00,9,3,1.0,1.0
2025-08-16 00:00:00+00:00,11,5,,
2025-08-17 00:00:00+00:00,13,7,1.0,1.0
2025-08-18 00:00:00+00:00,17,6,1.0,1.0
2025-08-19 00:00:00+00:00,9,3,,
2025-08-20 00:00:00+00:00,9,3,,
2025-08-21 00:00:00+00:00,9,3,1.0,1.0
2025-08-22 00:00:00+00:00,1,1,,
